original_title,original_language,popularity,spoken_languages,genres,production_companies,production_countries
The Story of Us,en,6.22577,"['Italiano', 'English']","['Comedy', 'Drama', 'Romance']","['Universal Pictures', 'Castle Rock Entertainment']",['United States of America']
The Host,en,42.933027,['English'],"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']","['Nick Wechsler Productions', 'Open Road Films', 'Silver Reel', 'Chockstone Pictures']",['United States of America']
Basic,en,19.226763,['English'],"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']","['Intermedia Films', 'Krane Entertainment']",['United States of America']
Blood Work,en,10.089065,"['English', 'Español']","['Crime', 'Drama', 'Mystery', 'Thriller']","['Malpaso Productions', 'Warner Bros.']",['United States of America']
The International,en,13.391833,"['English', 'Français', 'Deutsch', 'Italiano', 'Pусский']","['Drama', 'Thriller', 'Crime']","['Studio Babelsberg', 'Atlas Entertainment', 'Mosaic Media Group', 'X-Filme Creative Pool']","['Germany', 'United Kingdom', 'United States of America']"
Escape from L.A.,en,21.637234,['English'],"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['Paramount Pictures', 'Rysher Entertainment']",['United States of America']
The Iron Giant,en,61.245957,['English'],"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",['Warner Bros. Animation'],['United States of America']
The Life Aquatic with Steve Zissou,en,25.237969,"['English', 'Íslenska', 'Português', 'Français', '', 'Deutsch', 'Italiano']","['Adventure', 'Comedy', 'Drama']","['Touchstone Pictures', 'American Empirical Pictures']",['United States of America']
Free State of Jones,en,21.589393,"['English', 'Deutsch']","['War', 'Action', 'Drama', 'History', 'Thriller']","['Larger Than Life Productions', 'Vendian Entertainment', 'Route One Films']",['United States of America']
The Life of David Gale,en,22.442241,"['English', 'Español']","['Drama', 'Thriller', 'Crime']","['Mikona Productions GmbH & Co. KG', 'Universal Pictures', 'Intermedia Films', 'Saturn Films', 'Dirty Hands Productions']","['Germany', 'United Kingdom', 'United States of America']"
Man of the House,en,6.004422,['English'],"['Comedy', 'Action']","['Revolution Studios', 'Bel Air Entertainment']",['United States of America']
Run All Night,en,74.64653,['English'],"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Vertigo Entertainment', 'Energy Entertainment', 'RatPac-Dune Entertainment']",['United States of America']
Eastern Promises,en,35.481169,"['English', 'Pусский', 'Türkçe', 'Український', 'اردو']","['Thriller', 'Crime', 'Mystery']","['BBC Films', 'Serendipity Point Films', 'Téléfilm Canada', 'Astral Media', 'Scion Films', 'Focus Features', 'Corus Entertainment', 'Shine Pictures', 'Kudos Film and Television']","['United Kingdom', 'United States of America', 'Canada']"
Into the Blue,en,14.723467,['English'],"['Action', 'Thriller', 'Adventure', 'Crime']","['Columbia Pictures Corporation', 'Mandalay Pictures', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America']
Joan of Arc,fr,21.084542,"['English', 'Latin']","['Adventure', 'Drama', 'Action', 'History', 'War']","['Columbia Pictures', 'Gaumont']",['France']
Your Highness,en,21.408222,['English'],['Comedy'],"['Universal Pictures', 'Stuber Productions']",['United States of America']
Dream House,en,19.267479,['English'],"['Drama', 'Thriller', 'Mystery']","['Cliffjack Motion Pictures', 'Morgan Creek Productions']","['Canada', 'United States of America']"
Mad City,en,3.314004,['English'],"['Action', 'Drama', 'Thriller']","['Warner Bros.', 'Arnold Kopelson Productions']",['United States of America']
Baby's Day Out,en,21.312186,"['English', 'Français', 'Deutsch']","['Action', 'Adventure', 'Comedy', 'Family']",['Twentieth Century Fox Film Corporation'],['United States of America']
The Scarlet Letter,en,7.44268,['English'],"['Drama', 'History', 'Romance']","['Hollywood Pictures', 'Cinergi Pictures Entertainment']",['United States of America']
Fair Game,en,12.54949,['English'],"['Drama', 'Thriller']","['River Road Entertainment', 'Participant Media']","['United States of America', 'United Arab Emirates']"
Domino,en,18.394571,"['English', 'Polski']","['Action', 'Crime']","['New Line Cinema', 'Davis-Films', 'Metropolitan Filmexport', 'Scott Free Productions', 'Domino 17521']","['France', 'United Kingdom', 'United States of America']"
Jade,en,8.189406,['English'],"['Action', 'Thriller', 'Mystery', 'Romance']",['Paramount Pictures'],['United States of America']
Gamer,en,27.631262,['English'],"['Action', 'Thriller', 'Science Fiction']","['Lakeshore Entertainment', 'Lionsgate']",['United States of America']
Beautiful Creatures,en,40.721373,['English'],"['Fantasy', 'Drama', 'Romance']","['Alcon Entertainment', 'Warner Bros.', 'Belle Pictures', '3 Arts Entertainment']",['United States of America']
Death to Smoochy,en,11.329727,['English'],"['Comedy', 'Crime', 'Drama', 'Thriller']","['Senator Film Produktion', 'Mad Chance', 'Warner Bros.', 'Filmfour']","['Germany', 'United Kingdom', 'United States of America']"
Zoolander 2,en,37.253774,['English'],['Comedy'],"['Scott Rudin Productions', 'Red Hour Films']",['United States of America']
The Big Bounce,en,6.397388,['English'],"['Comedy', 'Crime']","['Shangri-La Entertainment', 'Material', 'Taormina Productions']",['United States of America']
What Planet Are You From?,en,2.275331,['English'],"['Comedy', 'Drama', 'Romance', 'Science Fiction']",['Columbia Pictures'],['United States of America']
Drive Angry,en,30.387148,['English'],"['Fantasy', 'Thriller', 'Action', 'Crime']","['Summit Entertainment', 'Saturn Films', 'Nu Image Films', 'Millennium Films', 'Michael De Luca Productions']",['United States of America']
Street Fighter: The Legend of Chun-Li,en,8.139676,['English'],"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Hyde Park Films']","['Canada', 'India', 'Japan', 'United States of America']"
The One,en,21.746245,['English'],"['Action', 'Science Fiction', 'Thriller']","['Columbia Pictures', 'Revolution Studios', 'Hard Eight Pictures', 'Wonder works studios entertainment group']",['United States of America']
The Adventures of Ford Fairlane,en,2.808428,['English'],"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']","['Twentieth Century Fox Film Corporation', 'Silver Pictures']",['United States of America']
The Boat That Rocked,en,31.02233,['English'],"['Drama', 'Comedy']","['Universal Pictures', 'Studio Canal', 'Working Title Films', 'Medienproduktion Prometheus Filmgesellschaft', 'Portobello Studios', 'Tightrope Pictures']","['Germany', 'United Kingdom', 'France']"
Traffic,en,25.170217,"['Español', 'English']","['Thriller', 'Drama', 'Crime']","['USA Films', 'Initial Entertainment Group (IEG)', 'Bedford Falls Company, The', 'Compulsion Inc.', 'Splendid Medien AG']","['Germany', 'United States of America']"
Indiana Jones and the Last Crusade,en,80.972475,"['Deutsch', 'ελληνικά', 'English']","['Adventure', 'Action']","['Lucasfilm', 'Paramount Pictures']",['United States of America']
Anna Karenina,en,26.38704,"['English', 'Français']","['Drama', 'Romance']","['Universal Pictures', 'Focus Features', 'Working Title Films']","['France', 'United Kingdom']"
Chappie,en,116.700319,['English'],"['Crime', 'Action', 'Science Fiction']","['Columbia Pictures', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)', 'Alpha Core', 'Genre Films', 'Simon Kinberg Productions', 'LStar Capital', 'Ollin Studio']","['Mexico', 'South Africa', 'United States of America']"
The Bone Collector,en,33.884459,['English'],"['Drama', 'Mystery', 'Thriller', 'Crime']","['Universal Pictures', 'Columbia Pictures Corporation']",['United States of America']
Panic Room,en,53.043124,['English'],"['Crime', 'Drama', 'Thriller']","['Hofflund/Polone', 'Indelible Productions']",['United States of America']
The Tooth Fairy,de,0.716764,"['English', 'Polski']",['Horror'],[],[]
Three Kings,en,34.973086,"['English', 'العربية']","['Action', 'Adventure', 'Comedy']","['Village Roadshow Pictures', 'Atlas Entertainment', 'Warner Bros.', 'Village-A.M. Partnership', 'Coast Ridge', 'Junger Witt Productions']",['United States of America']
Child 44,en,40.371098,['English'],"['Crime', 'Thriller']","['Summit Entertainment', 'Scott Free Productions', 'Worldview Entertainment']","['United Kingdom', 'United States of America', 'Czech Republic', 'Romania']"
Rat Race,en,18.60049,['English'],"['Adventure', 'Comedy']","['Paramount Pictures', 'Fireworks Pictures', 'Alphaville Films']","['Canada', 'United States of America']"
K-PAX,en,30.920075,['English'],"['Drama', 'Science Fiction']","['Intermedia Films', 'Lawrence Gordon Productions', 'Pathé Pictures International', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG']","['Germany', 'United Kingdom', 'United States of America']"
Kate & Leopold,en,11.940711,"['English', 'Français']","['Comedy', 'Fantasy', 'Romance', 'Science Fiction']","['Miramax Films', 'Konrad Pictures']",['United States of America']
Bedazzled,en,19.348007,"['English', 'Pусский', 'Español']","['Fantasy', 'Comedy', 'Romance']","['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'KirchMedia']",['United States of America']
The Cotton Club,en,8.59075,"['English', 'Italiano']","['Music', 'Drama', 'Crime', 'Romance']","['Orion Pictures', 'PSO International', 'Totally Independent']",['United States of America']
3:10 to Yuma,en,48.801089,['English'],['Western'],"['Tree Line Films', 'Lionsgate', 'Relativity Media', 'Yuma']",['United States of America']
Taken 3,en,88.844777,['English'],"['Thriller', 'Action']","['Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+', 'Grive Productions', 'EuropaCorp', 'Ciné+', 'M6', 'TSG Entertainment', 'Taken 3']","['France', 'United States of America']"
Out of Sight,en,16.000178,['English'],"['Romance', 'Comedy', 'Crime']","['Universal Pictures', 'Jersey Films']",['United States of America']
The Cable Guy,en,19.525659,['English'],"['Comedy', 'Drama', 'Thriller']",['Columbia Pictures Corporation'],['United States of America']
1947: Earth,hi,1.246883,['हिन्दी'],['Drama'],['Cracking the Earth Films'],"['Canada', 'India']"
Dick Tracy,en,7.859226,['English'],"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",['Touchstone Pictures'],['United States of America']
The Thomas Crown Affair,en,18.102572,['English'],"['Drama', 'Crime', 'Romance']","['Irish Dreamtime', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America']
Riding in Cars with Boys,en,7.226115,['English'],"['Comedy', 'Drama', 'Romance']",['Columbia Pictures'],['United States of America']
First Blood,en,63.071046,['English'],"['Action', 'Adventure', 'Thriller', 'War']",['Orion Pictures'],['United States of America']
Солярис,ru,24.132271,['Pусский'],"['Drama', 'Science Fiction', 'Adventure', 'Mystery']","['Mosfilm', 'Creative Unit of Writers & Cinema Workers', 'Unit Four']",['Russia']
Happily N'Ever After,en,10.410933,['English'],"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","['Vanguard Films', 'Lionsgate', 'Odyssey', 'Nitrogen Studios Canada']","['Germany', 'United States of America']"
Mary Reilly,en,6.067212,['English'],"['Drama', 'Horror', 'Thriller', 'Romance']","['TriStar Pictures', 'NFH Productions']",['United States of America']
My Best Friend's Wedding,en,15.401855,"['English', 'Français', 'Italiano']","['Comedy', 'Romance']",['TriStar Pictures'],['United States of America']
America's Sweethearts,en,10.698929,['English'],"['Comedy', 'Romance']","['Columbia Pictures', 'Revolution Studios', 'Roth-Arnold Productions']",['United States of America']
Insomnia,en,41.322708,['English'],"['Crime', 'Mystery', 'Thriller']","['Section Eight', 'Alcon Entertainment', 'Witt/Thomas Productions']",['United States of America']
Star Trek: First Contact,en,25.6713,['English'],"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['Paramount Pictures', 'Digital Image Associates']",['United States of America']
Jonah Hex,en,22.581313,['English'],"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",['Warner Bros.'],['United States of America']
Courage Under Fire,en,12.971122,['English'],"['Drama', 'Thriller', 'Mystery', 'War']",['Fox 2000 Pictures'],['United States of America']
Liar Liar,en,26.721386,['English'],['Comedy'],"['Imagine Entertainment', 'Universal Pictures']",['United States of America']
The Infiltrator,en,24.672234,"['English', 'Español']","['Crime', 'Drama', 'Thriller']",['Good Films'],['United Kingdom']
Inchon,en,0.146783,['English'],"['Drama', 'History', 'War']","['Metro-Goldwyn-Mayer (MGM)', 'Unification Church', 'One Way Productions']","['South Korea', 'United States of America']"
The Flintstones,en,28.964162,['English'],"['Fantasy', 'Comedy', 'Family']","['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']",['United States of America']
Taken 2,en,49.353524,"['English', 'Türkçe', 'العربية']","['Action', 'Crime', 'Thriller']","['Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+', 'Grive Productions', 'EuropaCorp', 'Ciné+']",['France']
Scary Movie 3,en,36.585509,['English'],['Comedy'],"['Dimension Films', 'Brad Grey Pictures']",['United States of America']
Miss Congeniality,en,32.624355,"['English', 'Español', 'Français', 'Pусский']","['Comedy', 'Crime', 'Action']","['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', 'Fortis Films']",['United States of America']
Journey to the Center of the Earth,en,53.090422,"['English', 'Íslenska', 'Italiano']","['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']","['New Line Cinema', 'Walden Media']",['United States of America']
The Princess Diaries 2: Royal Engagement,en,30.002907,['English'],"['Comedy', 'Drama', 'Family', 'Romance']",['Walt Disney Pictures'],['United States of America']
The Pelican Brief,en,17.923254,['English'],"['Drama', 'Mystery', 'Thriller', 'Crime']",['Warner Bros.'],['United States of America']
The Client,en,17.746719,['English'],"['Drama', 'Thriller', 'Crime', 'Mystery']","['Regency Enterprises', 'Alcor Films', 'Warner Bros.']",['United States of America']
The Bucket List,en,31.305336,['English'],"['Drama', 'Comedy']","['Two Ton Films', 'Zadan / Meron Productions', 'Reiner / Greisman Productions']",['United States of America']
Patriot Games,en,19.637704,['English'],"['Drama', 'Action', 'Thriller', 'Crime']","['Paramount Pictures', 'Mace Neufeld Productions']",['United States of America']
Monster-in-Law,en,10.411996,"['Český', 'English', 'Português']","['Romance', 'Comedy']","['New Line Cinema', 'Spring Creek Productions', 'BenderSpink', 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG']","['United States of America', 'Germany']"
Prisoners,en,88.496873,['English'],"['Drama', 'Thriller', 'Crime']","['Alcon Entertainment', 'Madhouse Entertainment', '8:38 Productions']",['United States of America']
Training Day,en,52.081131,"['English', 'Pусский', 'Español', '한국어/조선말']","['Action', 'Crime', 'Drama', 'Thriller']","['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros.', 'Outlaw Productions (I)', 'WV Films II']","['Australia', 'United States of America']"
Galaxy Quest,en,30.816341,['English'],"['Comedy', 'Family', 'Science Fiction']","['DreamWorks SKG', 'Gran Via Productions']",['United States of America']
